,Player,Season,PA,AB,AVG,HardHit%,Barrel%,EV,K%,Contact%,O-Swing%,Z-Swing%,SwStr%
49,Joey Gallo,2021,616,498,0.199,0.455,0.185,91.5,0.34600000000000003,0.631,0.221,0.675,0.14800000000000002
48,Jorge Polanco,2021,644,588,0.269,0.368,0.10099999999999999,89.4,0.183,0.816,0.33399999999999996,0.71,0.091
69,Nolan Arenado,2021,653,593,0.255,0.371,0.067,89.0,0.147,0.833,0.33,0.6729999999999999,0.078
59,Jake Cronenworth,2021,643,567,0.266,0.34600000000000003,0.07200000000000001,88.6,0.14,0.873,0.26899999999999996,0.626,0.054000000000000006
110,Matt Chapman,2021,622,529,0.21,0.41700000000000004,0.13699999999999998,89.7,0.325,0.7040000000000001,0.266,0.693,0.132
56,Javier Baez,2021,547,502,0.265,0.45,0.134,90.1,0.336,0.622,0.466,0.774,0.217
50,Yoan Moncada,2021,616,520,0.263,0.405,0.08199999999999999,90.1,0.255,0.741,0.272,0.655,0.11
65,Enrique Hernandez,2021,585,508,0.25,0.43200000000000005,0.084,90.8,0.188,0.777,0.276,0.6890000000000001,0.099
70,Ozzie Albies,2021,686,629,0.259,0.368,0.09300000000000001,89.6,0.187,0.765,0.385,0.8340000000000001,0.133
55,Jeimer Candelario,2021,626,557,0.271,0.391,0.09,88.7,0.21600000000000003,0.7809999999999999,0.32299999999999995,0.703,0.10400000000000001
27,Mookie Betts,2021,550,466,0.264,0.413,0.078,90.3,0.156,0.8490000000000001,0.22899999999999998,0.6459999999999999,0.061
46,Randy Arozarena,2021,604,529,0.274,0.42,0.08199999999999999,89.9,0.281,0.6920000000000001,0.28800000000000003,0.675,0.136
5,Joey Votto,2021,533,448,0.266,0.532,0.172,92.9,0.23800000000000002,0.735,0.247,0.715,0.11599999999999999
23,Yordan Alvarez,2021,598,537,0.277,0.542,0.159,93.2,0.242,0.7909999999999999,0.303,0.621,0.09
6,Nick Castellanos,2021,585,531,0.309,0.469,0.106,89.8,0.207,0.7090000000000001,0.40399999999999997,0.799,0.16
60,Adam Frazier,2021,639,577,0.305,0.25,0.01,85.4,0.10800000000000001,0.887,0.298,0.695,0.054000000000000006
34,Pete Alonso,2021,637,561,0.262,0.473,0.14800000000000002,91.0,0.19899999999999998,0.767,0.35,0.713,0.115
66,Jean Segura,2021,567,514,0.29,0.374,0.059000000000000004,87.2,0.138,0.84,0.34299999999999997,0.648,0.077
96,Dansby Swanson,2021,653,588,0.248,0.424,0.114,89.3,0.256,0.727,0.29100000000000004,0.74,0.131
35,Salvador Perez,2021,665,620,0.273,0.5589999999999999,0.163,93.0,0.256,0.6859999999999999,0.483,0.787,0.185
47,Willy Adames,2021,555,497,0.262,0.447,0.114,89.5,0.281,0.696,0.316,0.736,0.149
108,J.P. Crawford,2021,687,619,0.273,0.304,0.024,86.3,0.166,0.866,0.255,0.655,0.059000000000000004
106,Adolis Garcia,2021,622,581,0.243,0.45299999999999996,0.115,91.0,0.312,0.6809999999999999,0.397,0.755,0.172
32,Yuli Gurriel,2021,605,530,0.319,0.414,0.034,89.8,0.11199999999999999,0.8809999999999999,0.298,0.622,0.051
39,Kris Bryant,2021,586,513,0.265,0.397,0.10300000000000001,88.2,0.23,0.741,0.303,0.768,0.126
42,Ty France,2021,650,571,0.291,0.389,0.068,88.5,0.163,0.826,0.341,0.738,0.087
79,Mark Canha,2021,625,519,0.231,0.354,0.071,87.3,0.205,0.802,0.244,0.631,0.08
116,Whit Merrifield,2021,720,664,0.277,0.28600000000000003,0.035,86.9,0.14300000000000002,0.838,0.326,0.732,0.081
113,Myles Straw,2021,638,564,0.271,0.259,0.013000000000000001,87.1,0.19,0.8859999999999999,0.21899999999999997,0.627,0.046
33,Jonathan India,2021,631,532,0.269,0.381,0.096,87.6,0.223,0.772,0.25,0.5820000000000001,0.08900000000000001
43,Josh Donaldson,2021,543,457,0.247,0.527,0.174,94.1,0.21,0.748,0.263,0.715,0.114
64,Chris Taylor,2021,582,507,0.254,0.381,0.102,88.2,0.287,0.6940000000000001,0.247,0.725,0.139
29,J.D. Martinez,2021,634,570,0.286,0.493,0.124,92.1,0.237,0.73,0.369,0.7979999999999999,0.146
53,Avisail Garcia,2021,515,461,0.262,0.461,0.122,90.4,0.235,0.6809999999999999,0.418,0.8220000000000001,0.185
122,Tommy Edman,2021,691,641,0.262,0.353,0.043,87.6,0.13699999999999998,0.865,0.312,0.6759999999999999,0.064
58,Trevor Story,2021,595,526,0.251,0.426,0.099,90.6,0.23399999999999999,0.746,0.335,0.762,0.129
71,Dylan Carlson,2021,619,542,0.266,0.306,0.07,88.2,0.24600000000000002,0.743,0.275,0.688,0.115
93,Adam Duvall,2021,555,513,0.228,0.439,0.161,89.8,0.314,0.732,0.376,0.679,0.134
114,Kyle Seager,2021,670,603,0.212,0.401,0.12300000000000001,89.0,0.24,0.7240000000000001,0.33,0.731,0.13699999999999998
40,Jose Abreu,2021,659,566,0.261,0.49,0.102,92.0,0.217,0.748,0.359,0.665,0.122
75,Eduardo Escobar,2021,599,549,0.253,0.34,0.08900000000000001,87.0,0.207,0.779,0.33799999999999997,0.72,0.109
22,Giancarlo Stanton,2021,579,510,0.273,0.556,0.157,95.1,0.271,0.703,0.318,0.636,0.131
62,Mitch Haniger,2021,691,620,0.253,0.447,0.126,89.3,0.245,0.718,0.33,0.654,0.131
98,Jonathan Villar,2021,505,454,0.249,0.349,0.071,88.0,0.261,0.725,0.321,0.745,0.13699999999999998
76,Ryan McMahon,2021,596,528,0.254,0.433,0.073,90.5,0.247,0.731,0.29100000000000004,0.7440000000000001,0.131
67,Robbie Grossman,2021,671,557,0.239,0.33899999999999997,0.076,87.8,0.231,0.8059999999999999,0.192,0.64,0.07400000000000001
11,C.J. Cron,2021,547,470,0.281,0.42,0.115,88.8,0.214,0.755,0.337,0.679,0.115
37,Jared Walsh,2021,585,530,0.277,0.41200000000000003,0.113,89.6,0.26,0.77,0.344,0.6940000000000001,0.113
51,Michael Brantley,2021,508,469,0.311,0.429,0.057999999999999996,89.5,0.10400000000000001,0.9,0.287,0.672,0.046
84,Austin Hays,2021,529,488,0.256,0.39,0.091,88.8,0.20199999999999999,0.765,0.332,0.643,0.109
90,Mike Yastrzemski,2021,532,468,0.224,0.39299999999999996,0.10300000000000001,89.5,0.24600000000000002,0.7759999999999999,0.275,0.687,0.102
92,Josh Harrison,2021,558,505,0.279,0.32299999999999995,0.044000000000000004,87.2,0.134,0.8270000000000001,0.389,0.77,0.096
104,Amed Rosario,2021,588,550,0.282,0.431,0.027999999999999997,88.8,0.204,0.768,0.37,0.65,0.114
97,Trent Grisham,2021,527,462,0.242,0.365,0.052000000000000005,88.8,0.226,0.8059999999999999,0.207,0.655,0.078
57,Hunter Renfroe,2021,572,521,0.259,0.44299999999999995,0.14400000000000002,90.1,0.22699999999999998,0.77,0.35100000000000003,0.682,0.111
61,Luis Urias,2021,570,490,0.249,0.396,0.092,87.9,0.204,0.8009999999999999,0.29100000000000004,0.6940000000000001,0.092
63,Anthony Rizzo,2021,576,496,0.248,0.408,0.077,90.1,0.151,0.815,0.32899999999999996,0.647,0.086
94,Jonathan Schoop,2021,674,623,0.278,0.402,0.068,88.1,0.19699999999999998,0.772,0.392,0.716,0.11900000000000001
111,Miguel Rojas,2021,539,495,0.265,0.32899999999999996,0.027999999999999997,86.2,0.13699999999999998,0.8190000000000001,0.295,0.6759999999999999,0.08199999999999999
128,Michael A. Taylor,2021,528,483,0.244,0.402,0.066,89.4,0.273,0.706,0.34299999999999997,0.758,0.15
52,Nelson Cruz,2021,584,513,0.265,0.52,0.135,92.9,0.21600000000000003,0.7190000000000001,0.35100000000000003,0.7490000000000001,0.14300000000000002
77,Alex Verdugo,2021,604,544,0.289,0.433,0.073,90.0,0.159,0.8370000000000001,0.297,0.644,0.073
109,Jazz Chisholm Jr.,2021,507,464,0.248,0.41700000000000004,0.086,90.2,0.28600000000000003,0.733,0.33399999999999996,0.6559999999999999,0.125
105,DJ LeMahieu,2021,679,597,0.268,0.431,0.037000000000000005,90.6,0.138,0.8759999999999999,0.256,0.621,0.051
44,Josh Bell,2021,568,498,0.261,0.515,0.08800000000000001,92.5,0.17800000000000002,0.774,0.27399999999999997,0.755,0.105
103,Kyle Farmer,2021,529,483,0.263,0.321,0.043,87.3,0.183,0.8140000000000001,0.38799999999999996,0.657,0.09300000000000001
80,Lourdes Gurriel Jr.,2021,541,500,0.276,0.42700000000000005,0.096,89.7,0.18899999999999997,0.7759999999999999,0.373,0.695,0.114
88,Josh Rojas,2021,550,484,0.264,0.307,0.048,88.2,0.249,0.7879999999999999,0.244,0.638,0.08900000000000001
91,Yandy Diaz,2021,541,465,0.256,0.406,0.07,89.9,0.157,0.821,0.22699999999999998,0.684,0.076
86,Andrew Benintendi,2021,538,493,0.276,0.42700000000000005,0.08900000000000001,89.6,0.18,0.7959999999999999,0.34600000000000003,0.745,0.106
127,Isiah Kiner-Falefa,2021,677,635,0.271,0.28600000000000003,0.018000000000000002,85.5,0.133,0.8690000000000001,0.336,0.6409999999999999,0.061
74,Andrew McCutchen,2021,574,482,0.222,0.395,0.09,88.8,0.23,0.76,0.223,0.6729999999999999,0.1
87,Austin Meadows,2021,591,518,0.234,0.376,0.087,89.3,0.20600000000000002,0.772,0.29,0.715,0.107
68,Nathaniel Lowe,2021,642,557,0.264,0.455,0.095,90.8,0.252,0.7909999999999999,0.26899999999999996,0.679,0.09300000000000001
107,David Peralta,2021,538,487,0.259,0.41600000000000004,0.05,89.3,0.171,0.8059999999999999,0.305,0.6759999999999999,0.09
120,Jose Iglesias,2021,511,483,0.271,0.284,0.034,85.4,0.147,0.8320000000000001,0.469,0.665,0.09300000000000001
121,Cesar Hernandez,2021,637,570,0.232,0.331,0.068,87.4,0.212,0.8009999999999999,0.29,0.6890000000000001,0.092
130,Elvis Andrus,2021,541,497,0.243,0.348,0.021,87.8,0.15,0.82,0.34600000000000003,0.675,0.08800000000000001
78,Jesus Aguilar,2021,510,449,0.261,0.405,0.084,89.6,0.182,0.753,0.32,0.622,0.11
85,Ian Happ,2021,535,465,0.226,0.41,0.11199999999999999,89.5,0.292,0.703,0.263,0.687,0.13
115,Gleyber Torres,2021,516,459,0.259,0.35700000000000004,0.078,87.1,0.20199999999999999,0.7609999999999999,0.275,0.733,0.11199999999999999
124,Nick Solak,2021,511,458,0.242,0.332,0.065,86.9,0.209,0.775,0.342,0.629,0.10300000000000001
100,Tommy Pham,2021,561,475,0.229,0.467,0.1,90.8,0.228,0.784,0.193,0.626,0.083
82,Miguel Sano,2021,532,470,0.223,0.556,0.177,93.4,0.344,0.652,0.294,0.685,0.155
112,Jed Lowrie,2021,512,457,0.245,0.45899999999999996,0.09300000000000001,90.7,0.21100000000000002,0.779,0.256,0.73,0.10300000000000001
119,Raimel Tapia,2021,533,487,0.273,0.315,0.021,85.7,0.131,0.87,0.36700000000000005,0.6970000000000001,0.066
129,David Fletcher,2021,665,626,0.262,0.155,0.0,82.3,0.09,0.914,0.327,0.613,0.04
89,Trey Mancini,2021,616,556,0.255,0.415,0.10400000000000001,88.9,0.23199999999999998,0.736,0.341,0.665,0.124
99,Eric Hosmer,2021,565,509,0.269,0.47,0.057999999999999996,90.5,0.175,0.7879999999999999,0.342,0.6920000000000001,0.102
73,Ryan Mountcastle,2021,586,534,0.255,0.397,0.11800000000000001,89.1,0.275,0.706,0.415,0.774,0.162
81,Charlie Blackmon,2021,582,514,0.27,0.38299999999999995,0.07,87.6,0.156,0.813,0.294,0.695,0.08800000000000001
101,Pavin Smith,2021,545,498,0.267,0.42700000000000005,0.051,87.2,0.19399999999999998,0.8390000000000001,0.287,0.593,0.068
123,Randal Grichuk,2021,545,511,0.241,0.41100000000000003,0.085,89.8,0.209,0.792,0.35700000000000004,0.748,0.109
131,Kevin Newman,2021,554,517,0.226,0.26,0.016,85.3,0.07400000000000001,0.887,0.306,0.622,0.05
117,Eugenio Suarez,2021,574,505,0.198,0.39799999999999996,0.15,89.1,0.298,0.7190000000000001,0.275,0.6609999999999999,0.12
95,Jorge Soler,2021,602,516,0.223,0.457,0.124,91.1,0.23600000000000002,0.7290000000000001,0.27,0.713,0.121
125,Carlos Santana,2021,659,565,0.214,0.419,0.068,89.9,0.155,0.795,0.265,0.685,0.08900000000000001
118,Miguel Cabrera,2021,526,472,0.256,0.49,0.083,91.4,0.22399999999999998,0.764,0.332,0.706,0.11599999999999999
126,Hunter Dozier,2021,543,487,0.216,0.419,0.08800000000000001,89.9,0.284,0.696,0.341,0.7140000000000001,0.14800000000000002
0,Aaron Judge,2022,696,570,0.311,0.609,0.262,95.8,0.251,0.722,0.268,0.6759999999999999,0.11800000000000001
5,Manny Machado,2022,644,578,0.298,0.49,0.098,91.5,0.207,0.768,0.342,0.77,0.11800000000000001
6,Nolan Arenado,2022,620,557,0.293,0.389,0.08199999999999999,88.7,0.11599999999999999,0.823,0.361,0.68,0.086
2,Paul Goldschmidt,2022,651,561,0.317,0.469,0.115,90.7,0.217,0.763,0.276,0.617,0.099
4,Freddie Freeman,2022,708,612,0.325,0.48,0.10099999999999999,91.3,0.14400000000000002,0.831,0.313,0.7609999999999999,0.083
50,Francisco Lindor,2022,706,630,0.27,0.41100000000000003,0.083,89.3,0.188,0.79,0.33799999999999997,0.69,0.1
1,Yordan Alvarez,2022,561,470,0.306,0.598,0.21,95.2,0.18899999999999997,0.7879999999999999,0.275,0.6679999999999999,0.09
3,Jose Altuve,2022,604,527,0.3,0.295,0.077,85.9,0.14400000000000002,0.846,0.314,0.65,0.068
9,Mookie Betts,2022,639,572,0.269,0.447,0.09699999999999999,90.5,0.163,0.8490000000000001,0.26,0.696,0.067
26,J.T. Realmuto,2022,562,504,0.276,0.467,0.113,90.3,0.212,0.767,0.35,0.6920000000000001,0.114
53,Dansby Swanson,2022,696,640,0.277,0.461,0.10800000000000001,90.2,0.261,0.718,0.314,0.746,0.139
31,Trea Turner,2022,708,652,0.298,0.414,0.076,88.9,0.185,0.7490000000000001,0.364,0.745,0.128
19,Jose Ramirez,2022,685,601,0.28,0.366,0.066,87.7,0.12,0.862,0.32299999999999995,0.679,0.064
17,Andres Gimenez,2022,557,491,0.297,0.376,0.062,87.8,0.201,0.753,0.408,0.703,0.13
18,Xander Bogaerts,2022,631,557,0.307,0.395,0.065,88.1,0.187,0.769,0.319,0.66,0.106
16,Jeff McNeil,2022,589,533,0.326,0.302,0.027000000000000003,86.9,0.10400000000000001,0.86,0.33799999999999997,0.789,0.075
80,Tommy Edman,2022,630,577,0.265,0.376,0.062,88.6,0.17600000000000002,0.8109999999999999,0.342,0.638,0.08800000000000001
7,Austin Riley,2022,693,615,0.273,0.508,0.157,92.5,0.242,0.7440000000000001,0.345,0.773,0.132
23,Alex Bregman,2022,656,548,0.259,0.376,0.073,88.9,0.11699999999999999,0.862,0.218,0.695,0.055999999999999994
13,Julio Rodriguez,2022,560,511,0.284,0.507,0.131,92.0,0.259,0.7120000000000001,0.371,0.7140000000000001,0.14400000000000002
27,Brandon Nimmo,2022,673,580,0.274,0.39799999999999996,0.07,89.4,0.172,0.826,0.261,0.66,0.076
60,Sean Murphy,2022,612,537,0.25,0.41100000000000003,0.105,88.7,0.203,0.778,0.34,0.721,0.11
10,Rafael Devers,2022,614,555,0.295,0.509,0.115,93.1,0.18600000000000003,0.74,0.40299999999999997,0.773,0.142
37,Kyle Tucker,2022,609,544,0.257,0.419,0.10099999999999999,90.0,0.156,0.813,0.302,0.84,0.098
73,Daulton Varsho,2022,592,531,0.235,0.353,0.102,87.7,0.245,0.7659999999999999,0.348,0.687,0.11699999999999999
70,Willy Adames,2022,617,563,0.238,0.434,0.13,88.9,0.26899999999999996,0.7390000000000001,0.337,0.7240000000000001,0.129
38,Bo Bichette,2022,697,652,0.29,0.503,0.096,91.9,0.222,0.797,0.386,0.805,0.114
61,Corey Seager,2022,663,593,0.245,0.455,0.105,91.1,0.155,0.7490000000000001,0.35100000000000003,0.8190000000000001,0.13699999999999998
20,Carlos Correa,2022,590,522,0.291,0.447,0.114,89.9,0.205,0.797,0.308,0.643,0.09
51,Steven Kwan,2022,638,563,0.298,0.20800000000000002,0.013999999999999999,85.1,0.094,0.919,0.233,0.5529999999999999,0.031
29,George Springer,2022,583,513,0.267,0.419,0.083,88.7,0.172,0.738,0.301,0.789,0.133
82,Marcus Semien,2022,724,657,0.248,0.349,0.068,87.3,0.166,0.8079999999999999,0.29,0.747,0.09
41,Christian Walker,2022,667,583,0.242,0.44,0.115,90.0,0.196,0.772,0.272,0.701,0.102
43,Eugenio Suarez,2022,629,543,0.236,0.435,0.14800000000000002,89.8,0.312,0.6940000000000001,0.247,0.6579999999999999,0.128
62,Matt Chapman,2022,621,538,0.229,0.507,0.129,92.2,0.27399999999999997,0.74,0.22899999999999998,0.679,0.10800000000000001
78,Jake Cronenworth,2022,684,587,0.239,0.33799999999999997,0.055999999999999994,87.6,0.192,0.841,0.254,0.615,0.066
15,Pete Alonso,2022,685,597,0.271,0.446,0.12300000000000001,89.8,0.187,0.7859999999999999,0.36,0.742,0.107
76,Nico Hoerner,2022,517,481,0.281,0.32899999999999996,0.026000000000000002,87.2,0.11,0.866,0.36200000000000004,0.6709999999999999,0.066
21,Taylor Ward,2022,564,495,0.281,0.424,0.121,89.9,0.213,0.8,0.23600000000000002,0.6609999999999999,0.083
22,Jose Abreu,2022,679,601,0.304,0.517,0.095,92.2,0.162,0.7929999999999999,0.336,0.665,0.098
35,Will Smith,2022,578,508,0.26,0.43,0.10300000000000001,89.9,0.166,0.8320000000000001,0.254,0.662,0.07200000000000001
11,Shohei Ohtani,2022,666,586,0.273,0.498,0.168,92.9,0.242,0.743,0.32,0.745,0.126
8,Juan Soto,2022,664,524,0.242,0.473,0.124,91.0,0.145,0.83,0.19899999999999998,0.591,0.06
14,Yandy Diaz,2022,558,473,0.296,0.486,0.048,92.2,0.10800000000000001,0.871,0.231,0.657,0.053
39,Alejandro Kirk,2022,541,470,0.285,0.45,0.067,90.5,0.107,0.858,0.263,0.619,0.057999999999999996
71,Adolis Garcia,2022,657,605,0.25,0.474,0.129,92.1,0.27899999999999997,0.6859999999999999,0.40299999999999997,0.755,0.168
91,Ha-seong Kim,2022,582,517,0.251,0.32299999999999995,0.042,86.7,0.172,0.8340000000000001,0.275,0.623,0.07200000000000001
52,Ian Happ,2022,641,573,0.271,0.402,0.065,89.7,0.23199999999999998,0.758,0.307,0.746,0.11900000000000001
87,Cedric Mullins II,2022,672,608,0.258,0.36700000000000005,0.049,88.8,0.188,0.81,0.342,0.7170000000000001,0.096
100,Elvis Andrus,2022,577,535,0.249,0.345,0.045,87.9,0.159,0.8059999999999999,0.32799999999999996,0.63,0.08800000000000001
102,Jeremy Pena,2022,558,521,0.253,0.36200000000000004,0.096,88.1,0.242,0.7140000000000001,0.41,0.7659999999999999,0.157
33,Luis Arraez,2022,603,547,0.316,0.302,0.036000000000000004,88.9,0.071,0.941,0.28600000000000003,0.631,0.025
44,Matt Olson,2022,699,616,0.24,0.509,0.136,92.9,0.243,0.742,0.32799999999999996,0.754,0.128
12,Nathaniel Lowe,2022,645,593,0.302,0.44799999999999995,0.099,90.3,0.228,0.7879999999999999,0.349,0.75,0.111
24,Starling Marte,2022,505,466,0.292,0.33899999999999997,0.068,86.8,0.192,0.7809999999999999,0.36,0.685,0.10800000000000001
32,Brandon Drury,2022,568,518,0.263,0.41700000000000004,0.10400000000000001,89.1,0.222,0.812,0.324,0.648,0.086
69,Ryan McMahon,2022,597,529,0.246,0.46299999999999997,0.10400000000000001,91.7,0.265,0.7490000000000001,0.285,0.662,0.113
63,DJ LeMahieu,2022,541,467,0.261,0.406,0.053,89.2,0.131,0.8740000000000001,0.276,0.547,0.05
114,Ke'Bryan Hayes,2022,560,505,0.244,0.46799999999999997,0.039,91.0,0.218,0.8109999999999999,0.3,0.635,0.08199999999999999
30,Vladimir Guerrero Jr.,2022,706,638,0.274,0.504,0.11199999999999999,92.8,0.16399999999999998,0.78,0.342,0.737,0.109
34,Bryan Reynolds,2022,614,542,0.262,0.429,0.079,90.2,0.23,0.742,0.35600000000000004,0.745,0.13
56,Randy Arozarena,2022,645,586,0.263,0.40700000000000003,0.079,89.9,0.242,0.735,0.33399999999999996,0.6559999999999999,0.122
49,Andrew Benintendi,2022,521,461,0.304,0.385,0.051,89.2,0.14800000000000002,0.815,0.27899999999999997,0.7490000000000001,0.08900000000000001
46,Mark Canha,2022,542,462,0.266,0.363,0.049,87.7,0.179,0.8009999999999999,0.27699999999999997,0.633,0.085
64,Gleyber Torres,2022,572,526,0.257,0.449,0.107,90.4,0.226,0.748,0.315,0.7490000000000001,0.124
68,Josh Rojas,2022,510,443,0.269,0.361,0.045,88.8,0.192,0.799,0.225,0.6509999999999999,0.08199999999999999
81,Thairo Estrada,2022,541,488,0.26,0.306,0.044000000000000004,86.2,0.165,0.813,0.355,0.687,0.091
124,Jorge Mateo,2022,533,494,0.221,0.325,0.059000000000000004,86.8,0.276,0.71,0.39399999999999996,0.728,0.154
25,Kyle Schwarber,2022,669,577,0.218,0.544,0.201,93.3,0.299,0.728,0.25,0.621,0.11
36,Teoscar Hernandez,2022,535,499,0.267,0.527,0.15,92.6,0.284,0.6809999999999999,0.336,0.716,0.156
40,Hunter Renfroe,2022,522,474,0.255,0.433,0.109,90.5,0.23199999999999998,0.752,0.344,0.6759999999999999,0.11800000000000001
55,Anthony Santander,2022,647,574,0.24,0.433,0.11599999999999999,90.1,0.18899999999999997,0.8059999999999999,0.35,0.6829999999999999,0.092
75,Jurickson Profar,2022,658,575,0.243,0.34299999999999997,0.04,87.5,0.157,0.8290000000000001,0.27,0.655,0.07400000000000001
97,Amed Rosario,2022,670,637,0.283,0.385,0.045,88.4,0.166,0.813,0.425,0.684,0.099
28,Anthony Rizzo,2022,548,465,0.224,0.40700000000000003,0.109,89.4,0.184,0.787,0.321,0.6559999999999999,0.098
48,Justin Turner,2022,532,468,0.278,0.406,0.08,89.5,0.16699999999999998,0.816,0.313,0.725,0.08900000000000001
54,Ty France,2022,613,551,0.274,0.363,0.054000000000000006,87.6,0.153,0.8220000000000001,0.358,0.785,0.09300000000000001
59,Gio Urshela,2022,551,501,0.285,0.376,0.07,88.9,0.174,0.812,0.397,0.72,0.1
79,Max Muncy,2022,565,464,0.196,0.447,0.134,90.3,0.25,0.75,0.212,0.617,0.096
96,Eduardo Escobar,2022,542,495,0.24,0.374,0.094,88.3,0.23800000000000002,0.757,0.381,0.747,0.127
98,Bobby Witt Jr.,2022,632,591,0.254,0.386,0.087,89.7,0.214,0.7759999999999999,0.373,0.731,0.11599999999999999
42,Rhys Hoskins,2022,672,589,0.246,0.442,0.111,90.1,0.251,0.762,0.258,0.639,0.099
65,Christian Yelich,2022,671,575,0.252,0.48100000000000004,0.08199999999999999,91.5,0.24100000000000002,0.773,0.262,0.682,0.098
57,Ronald Acuna Jr.,2022,533,467,0.266,0.49700000000000005,0.128,91.2,0.23600000000000002,0.773,0.285,0.762,0.109
107,Mike Yastrzemski,2022,558,485,0.214,0.425,0.111,89.9,0.253,0.794,0.254,0.64,0.087
125,Trent Grisham,2022,524,451,0.184,0.355,0.081,88.3,0.28600000000000003,0.757,0.23,0.581,0.092
108,J.P. Crawford,2022,603,518,0.243,0.292,0.02,85.1,0.133,0.8740000000000001,0.243,0.63,0.052000000000000005
117,Javier Baez,2022,590,555,0.238,0.38,0.08,87.9,0.249,0.6659999999999999,0.48700000000000004,0.691,0.18600000000000003
45,Josh Bell,2022,647,552,0.266,0.405,0.07200000000000001,88.9,0.158,0.8059999999999999,0.29100000000000004,0.701,0.08800000000000001
128,Myles Straw,2022,596,535,0.221,0.264,0.006999999999999999,87.0,0.146,0.8909999999999999,0.23399999999999999,0.599,0.044000000000000004
72,Seth Brown,2022,555,500,0.23,0.408,0.13,89.2,0.263,0.7290000000000001,0.32899999999999996,0.7070000000000001,0.131
122,Cody Bellinger,2022,550,504,0.21,0.381,0.083,89.4,0.273,0.76,0.345,0.705,0.12
74,Brendan Rodgers,2022,581,527,0.266,0.45899999999999996,0.07200000000000001,90.0,0.174,0.795,0.314,0.74,0.10099999999999999
86,Ryan Mountcastle,2022,609,555,0.25,0.45799999999999996,0.15,91.3,0.253,0.7240000000000001,0.41,0.815,0.155
90,Luis Rengifo,2022,511,489,0.264,0.33299999999999996,0.054000000000000006,86.9,0.155,0.797,0.39899999999999997,0.7859999999999999,0.113
111,Josh Donaldson,2022,546,478,0.222,0.43200000000000005,0.098,90.7,0.271,0.6859999999999999,0.327,0.691,0.14800000000000002
89,Austin Hays,2022,582,535,0.25,0.377,0.052000000000000005,87.7,0.196,0.7809999999999999,0.397,0.68,0.11199999999999999
101,Alec Bohm,2022,631,586,0.28,0.43,0.068,90.2,0.174,0.812,0.354,0.738,0.096
115,Whit Merrifield,2022,550,504,0.25,0.309,0.042,87.1,0.155,0.82,0.35,0.715,0.091
129,Jonathan Schoop,2022,510,481,0.202,0.386,0.048,87.0,0.21,0.7490000000000001,0.408,0.768,0.139
83,Ketel Marte,2022,558,492,0.24,0.419,0.061,90.1,0.18100000000000002,0.8109999999999999,0.307,0.685,0.087
93,Wilmer Flores,2022,602,525,0.229,0.35200000000000004,0.063,87.8,0.171,0.826,0.307,0.6809999999999999,0.079
104,Kyle Farmer,2022,583,526,0.255,0.336,0.044000000000000004,85.5,0.17,0.8190000000000001,0.38799999999999996,0.6629999999999999,0.091
120,Isiah Kiner-Falefa,2022,531,483,0.261,0.298,0.012,86.2,0.136,0.898,0.331,0.596,0.045
119,Tony Kemp,2022,558,497,0.235,0.149,0.016,84.4,0.124,0.883,0.33,0.682,0.057
58,C.J. Cron,2022,632,575,0.257,0.42200000000000004,0.10800000000000001,88.6,0.259,0.773,0.358,0.644,0.10800000000000001
77,Alex Verdugo,2022,644,593,0.28,0.37799999999999995,0.06,89.1,0.134,0.861,0.29,0.649,0.063
127,Miguel Rojas,2022,507,471,0.236,0.268,0.019,86.1,0.12,0.852,0.344,0.6679999999999999,0.07
106,Lane Thomas,2022,548,498,0.241,0.34,0.065,86.4,0.24100000000000002,0.813,0.295,0.633,0.083
126,Adam Frazier,2022,602,541,0.238,0.23800000000000002,0.015,85.1,0.121,0.87,0.327,0.7,0.063
47,J.D. Martinez,2022,596,533,0.274,0.414,0.124,89.1,0.243,0.718,0.349,0.7809999999999999,0.146
85,Patrick Wisdom,2022,534,469,0.207,0.46,0.142,90.7,0.34299999999999997,0.664,0.3,0.7340000000000001,0.161
105,Carlos Santana,2022,506,431,0.202,0.449,0.09300000000000001,90.7,0.174,0.805,0.257,0.6659999999999999,0.083
94,Trey Mancini,2022,587,519,0.239,0.401,0.095,89.5,0.23,0.747,0.33399999999999996,0.6940000000000001,0.122
66,Rowdy Tellez,2022,599,529,0.219,0.457,0.129,91.1,0.20199999999999999,0.7829999999999999,0.31,0.605,0.094
110,Tommy Pham,2022,622,554,0.236,0.48200000000000004,0.079,92.2,0.268,0.7659999999999999,0.255,0.628,0.098
92,Jesse Winker,2022,547,456,0.219,0.34299999999999997,0.076,87.7,0.188,0.813,0.223,0.72,0.081
113,A.J. Pollock,2022,527,489,0.245,0.42,0.094,88.8,0.18600000000000003,0.78,0.379,0.7609999999999999,0.11800000000000001
123,Cesar Hernandez,2022,617,560,0.248,0.297,0.024,84.8,0.185,0.8079999999999999,0.293,0.7070000000000001,0.09
103,Andrew McCutchen,2022,580,515,0.237,0.4,0.086,89.1,0.214,0.7759999999999999,0.249,0.716,0.10099999999999999
95,Luke Voit,2022,568,500,0.226,0.44299999999999995,0.147,89.8,0.315,0.64,0.344,0.807,0.187
84,Charlie Blackmon,2022,577,530,0.264,0.306,0.044000000000000004,86.2,0.18899999999999997,0.813,0.359,0.718,0.096
